Sentence,grade
"Unfortunately, the food was NOT something to get worked up about.",0
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",2
I had Filet Mignon with garlic mash.,1
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",2
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",2
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",2
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",2
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",2
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",2
The owner truly caters to all your needs.,2
He takes real pride in his food and his business.,2
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",2
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",2
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",2
I cannot imagine better Indian food in all of the city.,2
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,2
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,0
very good breads as well.,2
"if this happens, just ask for real naan.",1
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,0
"Pizza is terrific, as is homemade pasta.",2
This is a wonderful place on all stand points especially value ofr money.,2
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,2
There are other people waiting!,0
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",2
Consistently good Japanese Tapas.,2
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",2
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",2
The food is reliable and the price is moderate.,2
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",2
The server was really cool and served us our food and drinks with a smile.,2
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",2
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",0
I had to share my table with a loud group of kids and the service was rude an unattentive.,0
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,2
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",2
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",2
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,1
The food is usually good but it certainly isn't a relaxing place to go.,2
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",2
The prices were fantastic.,2
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",2
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",1
"It's not mind-blowing, but to me, thai food never is and never will be.",1
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",2
